country,tipi1,tipi2,tipi3,tipi4,tipi5,tipi6,tipi7,tipi8,tipi9,tipi10,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,family_size,stress_score,anxiety_score,depression_score,stress_category,anxiety_category,depression_category
US,4,1,7,2,5,5,7,1,7,7,2,1,2,1,54,1,4,1,60,1,2,4,3,2,2,0,0,0
AU,6,2,5,4,5,2,6,3,4,4,0,3,2,1,24,1,7,1,10,2,1,2,15,12,21,1,2,3
MY,1,6,2,7,2,6,4,6,2,5,3,3,2,2,21,1,10,1,20,2,1,6,42,37,42,4,4,4
HK,3,6,6,6,5,4,4,1,6,5,3,3,2,1,29,1,12,2,10,2,1,2,12,4,2,0,0,0
US,1,5,5,3,5,5,5,3,3,5,3,2,2,1,55,1,6,1,60,2,2,3,8,1,39,0,0,4
ID,6,3,6,6,6,7,6,2,3,1,4,3,2,2,21,1,10,1,10,1,1,0,19,18,18,2,3,2
MO,5,5,5,6,5,6,6,7,4,3,3,3,2,2,33,1,0,3,10,1,2,2,11,6,7,0,0,0
DK,5,7,6,5,7,3,5,6,2,5,1,3,2,2,15,1,1,2,60,2,1,2,33,27,33,3,4,4
US,1,2,6,7,5,6,6,3,1,4,1,1,1,1,15,1,2,1,60,2,1,3,42,24,42,4,4,4
US,2,4,6,5,5,7,5,5,3,6,1,2,1,1,13,1,2,1,60,2,1,4,15,19,9,1,3,0
PH,7,6,3,5,6,5,7,7,2,1,3,3,2,2,22,1,4,2,70,1,1,3,24,18,36,2,3,4
US,5,5,5,6,7,3,3,1,2,2,1,3,2,1,15,1,4,2,60,2,1,8,30,17,42,3,3,4
US,3,1,7,7,5,6,6,5,1,6,2,3,2,1,17,1,1,1,60,2,1,3,37,27,42,4,4,4
US,2,7,3,7,7,7,7,6,2,3,3,1,2,1,28,1,7,3,60,1,2,2,35,21,23,4,4,3
US,6,6,7,7,6,1,7,1,2,5,3,3,2,2,24,1,3,1,60,2,1,2,28,22,30,3,4,4
US,6,3,3,5,7,3,5,6,5,1,3,2,1,1,32,1,7,1,60,1,2,1,12,11,10,0,2,1
US,7,4,7,2,7,1,6,3,6,5,4,3,1,1,22,1,4,1,10,1,1,2,3,1,0,0,0,0
PT,4,4,5,5,5,5,3,4,4,6,2,3,1,2,17,1,4,2,60,2,1,3,5,0,25,0,0,3
US,6,3,4,5,5,3,7,3,2,3,2,2,2,1,20,1,4,1,10,1,1,0,31,29,28,3,4,4
US,5,5,6,7,1,4,6,2,4,4,2,2,2,1,59,2,7,1,60,2,2,3,30,20,28,3,4,4
US,3,5,3,7,4,7,5,5,2,5,1,1,2,1,16,1,2,1,60,2,1,0,40,31,26,4,4,3
KW,4,6,5,7,5,6,6,4,1,6,3,3,2,2,36,1,7,2,10,1,1,3,31,24,28,3,4,4
US,3,5,5,7,5,7,7,7,2,2,1,3,2,2,15,2,1,5,70,2,1,3,42,42,42,4,4,4
US,1,4,4,7,6,7,7,5,2,6,2,1,2,1,21,1,2,5,60,1,1,2,29,13,10,3,2,1
US,6,3,2,5,6,1,5,1,1,3,2,3,2,1,20,1,4,1,60,1,1,1,16,13,17,1,2,2
GB,2,6,1,2,2,6,4,3,1,6,2,2,2,1,13,1,3,0,70,2,1,2,31,28,35,3,4,4
IN,6,5,7,1,7,2,6,6,7,2,2,3,2,2,16,1,8,1,10,2,1,2,3,0,0,0,0,0
US,6,3,5,6,3,2,7,7,3,3,2,2,2,1,22,1,1,1,60,2,1,4,20,10,17,2,2,2
MY,2,4,4,6,3,4,6,4,3,6,2,3,2,2,18,1,10,1,10,2,1,3,42,39,42,4,4,4
PH,6,6,4,7,5,7,5,6,7,7,2,2,2,2,18,1,4,1,10,2,1,3,40,35,42,4,4,4
IS,5,5,3,7,4,3,4,5,1,3,2,3,2,2,21,1,12,2,70,2,1,3,30,18,33,3,3,4
US,2,7,1,7,3,1,7,7,1,1,2,3,2,1,16,1,12,1,70,2,1,0,37,24,31,4,4,4
US,7,6,7,5,6,3,1,5,2,1,1,2,2,1,18,1,1,3,60,2,1,4,40,40,14,4,4,2
GB,1,5,6,6,3,6,6,3,1,4,2,2,2,1,20,1,1,1,60,2,1,2,29,12,20,3,2,2
PH,5,4,7,5,2,5,4,1,5,2,2,2,2,2,16,1,4,1,10,2,1,1,27,24,32,3,4,4
US,1,6,1,7,3,7,6,7,1,7,1,3,2,1,16,1,2,5,60,2,1,3,42,36,42,4,4,4
US,7,5,1,7,2,1,7,7,1,1,2,3,2,1,16,1,12,1,70,2,1,0,42,29,29,4,4,4
US,4,1,2,3,5,6,3,1,7,5,1,1,1,1,14,1,6,1,70,2,1,0,10,4,2,0,0,0
US,2,6,5,5,2,6,6,4,3,5,2,1,2,1,18,1,2,5,60,2,1,2,11,4,17,0,0,2
US,1,0,6,7,5,7,0,0,1,6,1,3,2,1,18,1,4,2,60,2,1,3,42,40,34,4,4,4
DO,4,2,3,6,6,5,5,5,2,4,3,3,2,2,23,1,12,2,70,2,1,1,29,24,25,3,4,3
US,1,1,6,7,2,7,7,3,3,3,3,1,2,1,35,1,2,1,60,1,2,2,8,7,6,0,0,0
US,7,5,5,5,7,2,6,3,6,2,2,2,2,1,19,1,1,1,60,1,1,1,9,2,1,0,0,0
US,1,5,6,4,5,5,3,4,3,2,3,3,1,1,34,2,1,1,60,2,2,4,24,5,23,2,0,3
US,7,5,6,7,5,3,7,4,2,5,3,2,1,1,26,1,1,1,60,1,1,5,31,15,22,3,3,3
US,4,1,6,6,5,7,7,3,2,3,1,2,2,1,14,1,2,2,60,2,1,4,26,17,37,3,3,4
TW,7,5,6,5,5,3,7,5,2,2,3,1,1,2,35,1,12,1,10,1,1,1,22,11,35,2,2,4
US,3,5,6,1,5,4,3,2,2,5,4,2,2,2,30,1,2,1,70,1,1,1,10,3,6,0,0,0
US,1,5,5,6,3,7,7,4,4,5,1,3,1,1,16,1,0,1,60,2,1,2,23,22,10,2,4,1
GB,6,6,2,3,7,4,5,4,5,4,2,3,2,1,40,1,12,1,60,1,1,4,21,8,24,2,1,3
EG,3,7,6,7,3,4,6,2,1,2,3,3,2,2,44,1,7,1,70,2,2,5,27,12,23,3,2,3
HU,3,5,2,7,5,5,6,6,3,6,1,2,3,2,14,2,2,3,60,2,1,6,33,32,28,3,4,4
MY,1,7,4,7,7,4,1,7,1,7,3,2,2,2,28,1,4,1,10,1,1,4,41,30,42,4,4,4
PK,7,6,7,7,7,6,7,1,4,1,2,3,1,2,25,1,10,3,10,2,1,4,36,24,37,4,4,4
US,3,7,7,3,7,3,7,1,4,1,3,2,2,2,23,1,12,2,60,1,1,2,39,29,41,4,4,4
PH,5,5,3,7,3,6,5,6,3,6,1,3,2,2,16,1,4,3,10,2,1,3,15,12,28,1,2,4
MY,1,2,2,6,3,6,4,5,1,4,3,2,2,2,23,1,1,2,10,1,1,4,12,11,40,0,2,4
MY,5,6,7,7,6,6,7,6,5,3,2,3,2,1,19,1,10,2,10,2,1,4,38,36,37,4,4,4
CA,5,2,1,5,7,3,7,7,3,1,3,1,2,1,67,1,2,1,60,1,2,5,1,4,23,0,0,3
HK,5,7,3,6,7,4,5,7,2,2,1,2,2,1,16,1,1,5,10,2,1,2,14,8,26,0,1,3
NONE,1,5,7,7,7,7,7,5,2,6,2,3,2,2,16,1,4,2,60,2,1,0,17,5,5,1,0,0
US,3,5,6,5,6,5,4,5,1,2,3,2,2,1,20,1,7,1,30,1,1,1,25,12,13,2,2,1
NONE,5,4,6,7,3,5,6,1,3,4,1,2,2,1,14,1,4,1,60,2,1,2,28,24,37,3,4,4
GE,2,3,3,6,3,4,2,6,2,6,1,3,2,2,13,1,2,5,60,2,1,1,26,30,33,3,4,4
US,6,2,6,6,7,1,6,2,4,2,3,1,2,1,32,1,0,1,60,0,1,3,32,7,11,3,0,1
MV,4,2,5,6,6,7,6,6,4,5,3,3,1,2,24,1,10,2,10,2,1,2,10,4,22,0,0,3
MY,4,6,6,6,7,5,6,5,4,4,3,2,2,2,29,1,10,5,10,1,1,7,32,22,41,3,4,4
US,2,1,5,4,7,7,7,4,2,1,1,1,2,1,16,1,6,1,70,2,1,3,8,7,26,0,0,3
US,5,3,7,5,5,6,5,2,5,4,1,3,2,1,13,1,6,1,60,2,1,1,8,4,2,0,0,0
US,1,6,4,5,3,5,3,6,6,5,4,2,2,1,48,1,2,2,50,1,2,3,28,11,3,3,2,0
US,1,7,6,6,2,7,2,2,1,1,1,2,2,2,16,1,10,5,10,2,1,3,42,27,30,4,4,4
CA,1,1,4,2,5,7,7,3,4,3,1,0,2,1,14,1,0,0,70,2,0,0,10,31,25,0,4,3
US,2,4,3,5,4,6,6,3,1,6,0,2,0,1,15,1,12,5,70,2,1,3,33,8,29,3,1,4
IT,3,2,5,6,3,6,6,4,2,3,2,2,2,2,24,1,1,1,60,1,1,2,38,30,35,4,4,4
MY,3,5,2,5,4,7,5,6,2,6,3,2,1,2,23,1,10,1,10,2,1,7,28,25,36,3,4,4
US,1,6,6,7,3,6,7,4,1,3,2,2,2,1,21,1,1,2,60,1,1,4,40,40,42,4,4,4
US,7,1,7,6,7,3,6,4,2,6,1,2,2,1,17,1,7,1,60,2,1,3,39,29,20,4,4,2
HU,1,4,3,6,5,7,1,7,5,3,2,3,1,2,18,1,4,1,60,1,1,3,14,10,26,0,2,3
HK,5,4,5,6,6,5,6,3,2,4,1,3,2,1,14,1,2,1,10,2,1,1,30,17,42,3,3,4
TR,5,7,6,7,5,3,7,4,3,2,2,3,2,2,15,1,2,1,60,2,1,1,21,18,9,2,3,0
PH,6,6,7,7,4,7,7,5,2,2,2,3,2,2,17,1,5,1,10,2,1,4,35,34,41,4,4,4
MY,4,7,3,7,1,7,7,7,1,2,2,1,2,2,13,1,10,0,60,2,1,4,20,24,26,2,4,3
DE,5,7,3,7,2,2,3,2,1,3,4,2,2,2,38,1,9,4,60,2,1,1,36,13,38,4,2,4
MY,3,5,5,7,6,1,7,6,2,2,4,3,2,2,25,1,10,4,10,1,1,4,37,21,33,4,4,4
NL,1,7,2,1,6,7,5,6,2,2,3,3,2,2,25,1,2,1,60,2,1,2,11,5,17,0,0,2
NONE,5,7,3,6,4,7,7,6,1,5,4,3,2,2,24,1,8,4,10,2,1,2,32,31,35,3,4,4
GR,2,6,4,7,2,5,4,6,2,3,2,3,1,2,24,1,2,4,60,2,1,2,18,20,15,1,4,2
US,1,3,2,4,2,6,6,7,4,5,2,0,1,1,35,1,2,1,60,1,2,1,21,8,14,2,1,2
US,1,3,4,4,7,6,4,2,1,2,2,2,1,1,57,1,1,1,60,2,3,3,8,5,28,0,0,4
US,1,6,2,5,6,6,3,2,2,1,3,1,1,1,54,1,6,1,60,2,2,3,4,0,40,0,0,4
US,1,5,3,7,6,2,5,6,1,7,1,3,2,2,13,2,2,2,70,2,1,2,32,26,31,3,4,4
EG,6,7,7,7,5,6,6,2,2,5,1,3,2,2,17,2,10,1,20,2,1,2,42,40,35,4,4,4
US,2,4,2,7,3,5,7,6,1,1,2,3,1,1,16,1,12,3,60,2,1,3,42,29,25,4,4,3
CA,4,6,6,7,3,5,2,3,1,5,4,3,2,2,20,1,4,1,60,1,1,3,28,22,28,3,4,4
MY,5,6,6,5,6,5,6,3,3,3,3,2,2,2,22,1,10,4,10,2,1,4,13,9,3,0,1,0
ID,5,6,2,2,7,6,7,7,6,5,3,2,2,2,22,1,10,1,10,2,1,3,26,12,39,3,2,4
PL,1,7,2,7,7,7,3,5,1,1,3,2,3,2,21,1,2,2,60,2,1,3,34,9,35,4,1,4
AU,3,2,5,5,6,6,7,7,5,3,3,2,2,1,27,1,1,1,60,1,1,2,12,8,8,0,1,0
US,1,4,5,5,2,7,5,2,5,5,3,2,2,1,38,1,2,1,60,2,2,2,15,13,3,1,2,0
US,2,5,3,5,5,4,5,2,3,2,3,2,2,2,28,1,2,1,60,2,1,2,15,9,14,1,1,2
NZ,4,5,3,4,6,5,4,3,4,2,2,3,2,1,24,1,12,4,60,1,1,3,13,9,23,0,1,3
IN,6,6,2,6,5,1,7,7,4,4,2,3,1,2,17,1,8,1,10,2,1,2,9,5,19,0,0,2
PT,4,5,6,2,6,3,5,6,5,3,4,3,1,2,54,1,12,1,60,1,2,1,14,0,5,0,0,0
US,1,6,4,6,6,7,3,5,4,3,2,2,2,1,20,1,1,3,70,2,1,2,27,30,15,3,4,2
US,6,6,6,7,5,3,6,6,7,6,1,3,1,1,13,1,2,4,60,2,1,4,27,9,32,3,1,4
PL,6,3,5,7,6,2,5,7,2,4,3,3,2,2,22,1,1,2,60,2,1,1,28,11,25,3,2,3
JP,2,6,6,6,3,5,6,1,2,1,4,3,2,2,32,1,1,2,60,1,3,1,27,15,19,3,3,2
US,4,5,7,3,7,6,7,1,6,2,2,2,1,1,27,1,7,1,70,1,1,4,2,1,4,0,0,0
US,6,5,5,6,5,7,5,6,6,5,1,2,2,1,13,1,7,5,20,2,1,0,29,24,32,3,4,4
SG,3,3,3,6,4,7,4,5,3,4,2,3,2,2,19,1,4,1,70,2,1,3,31,27,31,3,4,4
SE,3,3,7,5,5,6,3,4,3,4,2,2,1,2,17,1,12,1,70,2,1,2,17,7,36,1,0,4
US,5,5,5,5,5,2,4,4,5,2,4,2,2,1,41,1,2,1,60,1,2,2,9,2,7,0,0,0
US,5,7,6,6,2,3,5,2,3,4,1,1,2,1,16,1,2,1,60,2,1,2,34,22,26,4,4,3
ID,3,1,1,1,7,6,5,1,6,5,3,3,2,2,40,1,4,1,10,1,1,2,4,0,11,0,0,1
US,1,2,7,5,3,7,6,1,2,4,2,2,1,1,55,1,12,2,60,1,2,2,35,19,42,4,3,4
US,5,6,4,7,3,3,6,4,2,6,3,2,2,1,18,2,12,1,60,2,1,1,21,16,19,2,3,2
US,2,5,3,6,4,5,5,7,4,3,1,2,2,1,15,3,2,2,60,2,1,1,25,25,40,2,4,4
US,2,1,1,5,2,4,5,6,2,3,1,2,2,1,13,1,2,4,60,2,1,3,18,22,37,1,4,4
US,1,5,5,7,3,4,3,7,1,6,1,2,2,1,17,2,9,2,60,2,1,2,34,5,22,4,0,3
GB,4,6,7,7,5,3,6,6,1,5,2,1,2,1,35,1,1,2,60,2,1,4,34,26,35,4,4,4
AU,2,7,6,5,3,6,1,5,1,3,2,3,2,2,17,2,10,1,10,2,1,6,37,23,42,4,4,4
US,7,1,7,7,7,5,7,5,7,5,3,3,2,2,26,1,8,3,10,1,1,2,18,9,1,1,1,0
US,1,2,4,7,5,7,6,5,2,3,2,2,2,1,22,1,12,1,60,1,1,3,20,15,32,2,3,4
GB,7,5,2,7,1,2,7,7,1,1,3,3,1,1,22,1,1,2,70,2,1,1,32,21,29,3,4,4
GB,1,1,5,7,7,7,6,5,2,1,3,3,1,1,22,1,6,1,60,2,1,2,14,14,20,0,2,2
FR,5,5,4,7,6,6,6,4,1,1,2,3,2,2,20,1,4,1,70,1,1,4,32,20,37,3,4,4
GB,1,4,5,6,2,7,5,6,1,2,0,1,2,1,28,3,12,1,60,2,3,2,25,16,18,2,3,2
IL,7,3,2,5,7,2,7,7,1,1,4,3,2,2,31,1,2,1,60,2,2,1,28,17,14,3,3,2
AR,4,5,5,5,3,6,5,4,5,3,2,3,2,2,20,1,1,2,60,1,1,0,14,15,11,0,3,1
MY,1,6,6,1,5,7,7,6,1,2,3,2,2,2,24,3,10,1,10,2,1,8,15,11,42,1,2,4
US,5,4,5,5,5,7,5,3,5,3,2,1,2,1,16,1,7,3,30,2,1,3,25,24,13,2,4,1
IT,2,7,7,7,1,6,2,4,1,6,2,1,2,2,18,3,3,2,60,1,1,1,31,27,41,3,4,4
CA,2,7,1,7,7,7,6,7,1,5,2,1,3,1,31,1,2,5,70,1,1,5,31,24,24,3,4,3
ID,6,5,5,7,5,4,6,7,2,4,2,3,1,2,19,1,1,1,10,2,1,3,24,13,42,2,2,4
US,7,5,7,7,6,6,7,1,7,1,2,3,2,1,32,1,7,0,30,1,1,4,34,30,33,4,4,4
ID,5,6,3,6,5,7,4,5,4,4,1,3,1,2,17,1,12,1,10,2,1,2,21,14,15,2,2,2
ID,6,3,5,6,2,7,7,6,7,7,2,3,2,2,21,1,4,1,10,1,1,2,21,21,33,2,4,4
ID,7,4,4,1,7,2,6,0,7,3,2,3,2,2,20,1,10,1,10,1,1,3,6,3,2,0,0,0
GB,2,7,4,7,6,5,3,7,1,5,1,3,2,2,16,1,10,1,20,2,1,4,25,8,19,2,1,2
CA,2,2,6,1,7,5,5,3,6,3,3,2,1,1,25,1,12,1,60,1,1,2,20,10,35,2,2,4
US,2,2,1,2,7,6,2,7,7,6,1,2,1,1,16,1,1,1,60,2,1,2,21,1,24,2,0,3
MY,5,4,6,3,3,5,2,6,1,5,1,3,1,1,16,1,3,2,10,2,1,2,25,25,34,2,4,4
ID,2,5,5,4,7,7,5,6,5,4,0,2,1,2,21,1,6,1,10,1,1,2,8,10,5,0,2,0
NONE,5,6,4,6,6,4,4,3,3,3,2,3,2,2,18,1,10,1,10,2,1,2,23,21,24,2,4,3
MY,7,7,5,7,6,1,7,5,3,4,3,3,2,2,25,1,10,1,70,1,1,5,19,15,17,2,3,2
ID,5,6,6,5,7,2,5,5,3,2,2,3,1,2,20,1,10,1,10,2,1,1,11,4,17,0,0,2
AU,1,4,5,7,1,4,6,1,2,7,2,2,1,1,14,1,2,1,60,2,1,3,26,29,15,3,4,2
ID,1,5,6,2,7,7,4,5,3,2,3,3,2,2,23,1,6,2,10,1,1,4,19,13,38,2,2,4
NL,2,2,1,6,6,6,6,4,2,4,3,2,1,2,20,1,2,2,60,1,1,3,25,14,32,2,2,4
NONE,4,3,4,6,3,7,3,7,2,2,4,3,2,2,23,1,8,1,10,1,1,1,21,21,21,2,4,3
AE,1,5,5,5,5,7,6,6,2,1,2,2,2,2,16,1,8,5,10,2,1,2,28,21,26,3,4,3
IN,6,1,6,3,6,5,6,5,7,1,2,3,2,1,17,1,4,1,70,2,1,3,13,12,26,0,2,3
ID,5,6,7,4,6,3,6,1,4,4,3,3,2,2,23,1,10,1,10,1,1,3,4,5,4,0,0,0
MY,6,6,6,0,7,3,7,5,6,2,3,3,2,2,31,1,10,5,10,1,2,6,12,7,15,0,0,2
IT,2,1,6,6,4,6,5,4,1,5,3,3,1,2,25,1,1,1,60,1,1,1,14,9,30,0,1,4
US,2,3,7,5,5,6,5,2,6,5,4,2,2,1,41,1,6,1,60,1,2,2,20,8,13,2,1,1
US,7,7,6,5,5,1,3,3,4,4,2,2,2,2,21,1,10,5,10,1,1,3,30,10,9,3,2,0
ID,2,6,5,4,5,5,6,6,5,6,2,3,1,2,21,1,10,1,10,1,1,3,12,3,16,0,0,2
US,1,7,7,7,1,4,1,2,1,4,1,2,2,1,14,1,2,4,60,2,1,0,36,10,22,4,2,3
US,7,6,3,6,7,1,6,6,2,1,1,2,1,1,16,1,6,1,60,2,1,2,12,2,7,0,0,0
US,6,4,6,4,7,7,7,4,3,3,1,2,2,1,14,1,7,2,30,2,1,1,10,2,22,0,0,3
GB,1,6,5,5,3,7,2,3,2,2,3,2,1,1,21,2,2,1,60,2,1,3,14,3,21,0,0,3
ID,6,6,6,7,7,3,6,6,3,2,3,3,2,2,21,1,10,1,10,1,1,2,25,14,9,2,2,0
US,5,4,5,5,4,5,5,3,5,3,1,3,2,1,13,1,7,5,60,2,1,2,9,3,11,0,0,1
ID,3,7,6,5,6,5,2,2,4,5,2,2,1,2,20,1,10,1,10,2,1,2,14,13,20,0,2,2
US,2,1,5,6,3,7,6,3,1,1,1,3,2,1,13,1,4,1,70,2,1,6,24,35,10,2,4,1
ID,2,1,3,6,2,6,7,5,7,5,3,3,2,2,22,1,10,0,10,1,1,0,19,17,20,2,3,2
PK,4,3,1,2,7,3,1,1,4,1,4,3,2,2,23,1,10,1,10,2,1,3,29,35,34,3,4,4
SG,6,5,5,6,6,5,7,5,3,5,3,2,2,1,22,1,4,1,10,2,1,2,11,3,4,0,0,0
ID,4,5,5,5,5,3,5,6,3,6,2,3,1,2,19,2,6,1,10,1,1,2,12,14,8,0,2,0
MY,5,6,5,7,1,6,5,7,2,6,2,3,2,1,17,1,7,0,10,2,1,4,34,33,37,4,4,4
US,5,3,6,7,6,3,6,4,1,2,3,2,2,1,28,2,1,1,60,1,1,3,32,12,30,3,2,4
MY,5,6,6,7,5,5,6,2,2,1,3,1,2,2,33,2,10,1,10,2,2,3,28,11,35,3,2,4
ID,2,5,5,6,4,7,6,6,4,3,2,2,1,2,19,1,10,1,10,1,1,4,11,9,21,0,1,3
ID,1,1,1,5,5,7,3,3,3,1,3,3,2,2,21,1,6,1,10,1,1,2,23,17,35,2,3,4
MY,1,1,2,2,6,7,7,6,4,5,2,2,2,2,22,1,0,0,10,0,1,0,14,17,22,0,3,3
US,2,2,4,6,5,7,6,1,2,4,2,2,2,1,33,1,0,1,60,2,3,2,22,16,25,2,3,3
US,5,5,7,5,5,5,3,1,5,1,2,2,1,1,39,1,1,1,70,2,2,3,18,0,20,1,0,2
ID,4,7,5,7,7,6,3,5,3,4,3,2,2,2,22,1,4,4,10,2,1,3,26,24,15,3,4,2
US,6,4,2,5,7,5,6,7,2,1,2,3,2,1,17,1,12,2,70,2,1,2,26,24,37,3,4,4
MY,1,6,6,7,6,7,5,6,1,1,3,3,2,2,21,1,10,1,10,2,1,4,37,17,32,4,3,4
MY,6,6,5,7,5,5,7,5,4,2,3,3,2,2,24,1,10,1,10,1,2,3,28,11,20,3,2,2
ID,5,3,2,4,3,3,5,5,4,3,3,3,2,2,23,1,4,0,10,1,1,3,17,15,22,1,3,3
US,1,4,4,3,7,5,3,4,6,7,3,3,3,1,24,1,2,2,60,2,1,3,12,12,18,0,2,2
ID,7,6,7,3,7,5,6,1,3,1,2,2,2,2,22,1,10,1,10,1,1,3,27,25,6,3,4,0
ID,6,7,5,4,6,5,7,6,7,1,2,3,2,2,20,1,10,1,10,1,1,4,16,14,17,1,2,2
ID,1,3,5,5,5,6,5,2,4,5,3,1,2,2,22,1,6,1,10,2,1,5,37,27,42,4,4,4
MY,5,5,5,4,5,5,3,6,4,6,3,1,2,2,24,1,10,1,10,1,1,6,11,6,18,0,0,2
DE,3,5,5,6,5,6,5,6,3,2,2,3,2,2,23,1,1,4,60,1,1,2,32,34,40,3,4,4
HR,2,1,7,7,4,7,6,4,6,7,3,3,1,2,30,1,1,3,60,1,1,2,29,28,34,3,4,4
US,3,5,2,5,5,4,5,6,3,2,1,1,2,1,14,1,0,0,60,2,1,3,11,10,9,0,2,0
FI,2,6,3,6,5,4,4,6,2,3,2,2,2,2,15,1,2,2,60,2,1,5,22,16,33,2,3,4
US,1,6,4,3,5,6,7,1,4,3,3,1,2,1,25,2,7,2,60,2,1,4,16,12,23,1,2,3
GB,7,7,7,7,7,1,1,1,1,1,2,3,2,1,16,3,9,1,60,2,1,5,41,36,42,4,4,4
US,3,3,4,4,5,5,2,2,4,3,2,2,2,1,20,1,2,1,60,1,1,3,6,6,16,0,0,2
US,7,1,7,1,7,7,7,6,7,2,2,1,2,1,74,1,4,1,60,2,3,2,0,0,10,0,0,1
AU,7,5,5,6,7,1,5,1,4,4,3,2,2,2,23,1,3,1,10,2,1,2,8,1,5,0,0,0
US,7,3,6,2,7,1,6,2,2,1,4,1,1,1,45,1,12,1,60,2,2,1,23,4,10,2,0,1
US,7,6,5,7,7,2,7,2,5,2,3,2,2,1,20,1,7,1,60,2,1,2,4,10,13,0,2,1
MY,1,1,5,4,6,7,7,6,6,1,3,2,1,2,22,2,10,0,10,1,1,2,15,12,29,1,2,4
ID,6,2,5,3,7,4,5,5,7,2,2,3,2,2,21,1,10,1,70,2,1,3,18,24,13,1,4,1
MY,3,6,5,2,7,5,6,7,2,5,3,3,2,2,24,1,10,5,10,2,1,4,32,36,39,3,4,4
MY,2,1,1,7,2,7,5,7,3,3,1,2,2,2,16,1,10,5,10,2,1,2,32,28,29,3,4,4
US,5,2,4,4,3,4,6,4,4,4,2,3,2,1,30,1,12,1,60,2,1,2,16,4,9,1,0,0
US,2,4,4,7,5,7,7,6,2,6,2,3,2,1,16,1,7,1,60,2,1,3,39,29,30,4,4,4
US,2,5,2,6,0,7,7,2,1,1,2,2,1,1,23,1,12,1,60,2,1,2,32,13,33,3,2,4
MY,4,5,3,6,5,6,4,7,4,4,3,2,2,2,21,1,10,1,10,2,1,3,36,25,32,4,4,4
LK,2,4,5,5,2,7,6,5,3,4,2,3,2,2,20,1,3,0,10,2,1,2,18,11,19,1,2,2
US,1,1,5,1,7,5,3,6,6,1,2,1,2,1,42,2,2,2,60,1,2,3,12,9,24,0,1,3
ID,6,6,5,6,6,3,5,6,4,3,3,2,2,2,22,1,10,1,10,1,1,3,18,15,15,1,3,2
ID,3,4,7,6,3,2,7,2,2,1,4,3,2,2,22,1,10,1,10,2,1,7,15,10,13,1,2,1
PT,6,6,1,7,5,5,6,7,1,1,2,3,1,2,35,1,2,1,60,2,2,2,37,32,39,4,4,4
US,6,4,5,6,5,4,4,1,3,2,1,1,2,1,16,1,7,1,60,2,1,2,9,14,17,0,2,2
BR,5,6,5,6,6,5,6,5,2,4,4,2,1,2,25,2,2,1,60,1,1,2,30,13,33,3,2,4
US,3,1,2,4,5,5,4,7,4,3,2,3,2,1,18,1,10,5,30,2,1,4,14,13,15,0,2,2
US,1,5,6,5,6,7,6,5,4,4,2,2,3,1,16,1,12,4,50,2,1,6,31,22,40,3,4,4
ID,5,4,5,5,3,3,6,2,3,3,2,3,2,2,21,1,10,1,10,1,1,4,18,13,6,1,2,0
CA,2,4,0,5,3,5,5,5,3,5,1,3,2,1,17,2,1,5,60,2,1,5,16,8,5,1,1,0
PH,5,1,7,7,5,7,7,1,3,2,3,3,2,2,26,1,4,3,10,1,1,3,28,29,31,3,4,4
NZ,5,1,6,2,6,1,7,2,4,2,0,0,2,1,43,1,1,3,60,1,2,1,22,9,40,2,1,4
MY,5,5,6,5,5,6,6,3,5,2,3,2,2,1,31,0,8,1,10,1,2,2,9,0,14,0,0,2
MY,1,1,5,4,3,7,5,3,4,4,0,3,1,2,22,1,10,1,10,1,1,5,30,21,38,3,4,4
MY,6,6,7,3,6,0,6,2,7,4,3,2,1,2,28,2,4,0,70,2,2,0,0,6,0,0,0,0
US,3,3,5,5,5,5,5,3,5,3,3,2,3,1,26,1,9,5,60,1,1,4,25,18,33,2,3,4
RO,2,1,7,2,6,6,7,1,6,1,3,3,2,2,31,1,7,1,60,2,3,2,13,5,17,0,0,2
US,1,0,3,6,3,7,6,2,5,7,1,1,2,1,15,1,2,2,60,2,1,2,9,10,21,0,2,3
SG,5,4,5,5,4,5,6,3,6,4,3,3,2,1,22,1,10,1,10,1,1,4,17,5,6,1,0,0
SG,6,6,6,2,6,2,6,2,4,2,2,3,1,1,24,2,10,1,10,2,1,2,13,9,9,0,1,0
ID,1,5,5,7,4,7,6,2,4,4,2,3,2,2,19,1,10,1,10,1,1,1,37,34,32,4,4,4
GB,1,6,6,5,3,5,5,1,7,4,4,1,1,1,33,1,1,1,60,0,1,2,8,4,14,0,0,2
MY,2,3,5,1,6,7,6,6,1,3,3,3,2,1,20,1,10,5,10,2,1,6,38,33,38,4,4,4
MY,2,5,7,5,7,2,2,5,3,2,3,2,2,2,26,1,10,1,10,2,1,4,15,12,4,1,2,0
MY,5,3,6,7,4,2,6,7,2,5,3,3,2,2,20,2,10,1,10,2,1,2,31,31,26,3,4,3
US,3,5,4,4,4,3,5,5,4,3,4,1,2,1,55,1,2,1,60,1,3,3,6,3,14,0,0,2
US,2,2,6,6,6,6,3,6,2,2,2,2,2,1,19,1,1,1,60,2,1,2,17,17,31,1,3,4
US,4,4,5,6,3,6,6,6,3,5,1,3,2,2,13,1,0,1,60,2,1,2,31,27,37,3,4,4
